CATEGORY_ID,ID,USER_ID,CREATED_AT,REPORT_DATE,UPDATED_AT,DESCRIPTION,CURRENT_STATUS,IMAGE,LOCATION
1,1,2,2025-08-01 10:27:14.527,2025-08-01 17:26:00,2025-08-01 10:27:14.527,Parkir sembarangan du trotoar,PENDING,/uploads/1754044034515_resized_image_1754044032284.jpg,Jalan Doktor Mansyur No. 15  Padang Bulan  Kecamatan Medan Baru  Sumatera Utara
